term,definition,disciplines,url
buffer solution,[Drilling Fluids] Any aqueous solution that contains a buffer mixture (weak acid or weak base and salt of the weak acid or base) to maintain constant or almost constant pH of the system.,Drilling Fluids,https://glossary.slb.com/en/terms/b/buffer_solution
buffered mud,"[Drilling Fluids] A type of mud that contains the three components that form a chemical buffer, whether by design or by coincidence. Buffering results from components that react with the added OH- ions (or added H+ ions) forming slightly soluble or slightly ionized compounds. Water is one component of a buffer and various ions are the other components, such as bicarbonates, carbonates, lignite, lignosulfonate, silicate and sulfide. Clay solids are buffers because of their ability to accept or donate H+ ions on their surface. The pH of a buffered mud will not increase as fast as expected after addition of caustic soda, for example.",Drilling Fluids,https://glossary.slb.com/en/terms/b/buffered_mud
buffered solution,"1. (n.) [Drilling Fluids] A solution of constant pH used in calibration of pH meters. | 2. (n.) [Drilling Fluids] A solution used in analyses to hold pH at or above or below a certain value, as in the titration for magnesium versus calcium ions.",Drilling Fluids,https://glossary.slb.com/en/terms/b/buffered_solution
bulk volume,[Drilling Fluids] The volume per unit mass of a dry material plus the volume of the air between its particles.,Drilling Fluids,https://glossary.slb.com/en/terms/b/bulk_volume
BWOB,"[Drilling Fluids] Describing the amount (in percent) of a material added to cement when the material is added based on the total amount of a specific blend, often abbreviated as BWOB.",Drilling Fluids,https://glossary.slb.com/en/terms/b/bwob
BWOC,"[Drilling Fluids] Describing the amount (in percent) of a material added to cement, and is often abbreviated as BWOC. BWOC is the method used to describe the amount of most additives in the dry form.",Drilling Fluids,https://glossary.slb.com/en/terms/b/bwoc
BWOW,"[Drilling Fluids] Describing the amount (in percent) of a material added to a cement slurry based on the weight of water used to mix the slurry. Commonly abbreviated as BWOW, this convention normally is used only for salt [NaCl].",Drilling Fluids,https://glossary.slb.com/en/terms/b/bwow
by weight of blend,"[Drilling Fluids] Describing the amount (in percent) of a material added to cement when the material is added based on the total amount of a specific blend, often abbreviated as BWOB.",Drilling Fluids,https://glossary.slb.com/en/terms/b/by_weight_of_blend
by weight of cement,"[Drilling Fluids] Describing the amount (in percent) of a material added to cement, and is often abbreviated as BWOC. BWOC is the method used to describe the amount of most additives in the dry form.",Drilling Fluids,https://glossary.slb.com/en/terms/b/by_weight_of_cement
by weight of water,"[Drilling Fluids] Describing the amount (in percent) of a material added to a cement slurry based on the weight of water used to mix the slurry. Commonly abbreviated as BWOW, this convention normally is used only for salt [NaCl].",Drilling Fluids,https://glossary.slb.com/en/terms/b/by_weight_of_water
bypass,"1. (vb.) [Drilling Fluids] The act of passing the mud around a piece of equipment, such as passing mud returns around the shale shaker screens or going around a hydrocyclone device. From a mud-engineering viewpoint, this can be a bad practice because it can allow drill solids to degrade and accumulate as fines to the degree that they might cause mud problems. | 2. (n.) [Production] A system of pipes and valves permitting the diversion of flow or pressure around a line valve.",Drilling Fluids; Production,https://glossary.slb.com/en/terms/b/bypass
bypassed mud,[Drilling Fluids] Mud that is left somewhere in the wellbore when some other fluid is pumped into the well. This can occur when pumping an oil mud into a well to displace a water mud. The bypassed water mud becomes a contaminant in the oil mud when it gets mixed into the circulating system. Drilling mud may be bypassed behind a casing or a liner when pumping cement into the casing or wellbore annular region. This mud-contaminated cement might not set up and might not satisfactorily isolate zones.,Drilling Fluids,https://glossary.slb.com/en/terms/b/bypassed_mud
cake,"[Drilling Fluids, Formation Evaluation] The residue deposited on a permeable medium when a slurry, such as a drilling fluid, is forced against the medium under a pressure. Filtrate is the liquid that passes through the medium, leaving the cake on the medium. Drilling muds are tested to determine filtration rate and filtercake properties. Cake properties such as cake thickness, toughness, slickness and permeability are important because the cake that forms on permeable zones in the wellbore can cause stuck pipe and other drilling problems. Reduced oil and gas production can result from reservoir damage when a poor filtercake allows deep filtrate invasion. A certain degree of cake buildup is desirable to isolate formations from drilling fluids. In openhole completions in high-angle or horizontal holes, the formation of an external filtercake is preferable to a cake that forms partly inside the formation. The latter has a higher potential for formation damage.","Drilling Fluids, Formation Evaluation",https://glossary.slb.com/en/terms/c/cake
cake thickness,"[Drilling Fluids] A measurement of the thickness of the filtercake, usually recorded in 32nds of an inch. Under dynamic conditions, filtercake thickness depends on rate of deposition versus erosion caused by fluid circulation and mechanical abrasion by the rotating drillstring. Typically, the filtercake will reach an equilibrium thickness in the wellbore. In laboratory tests, however, filtercake is built under static conditions with no erosion.",Drilling Fluids,https://glossary.slb.com/en/terms/c/cake_thickness
calcium bromide,[Drilling Fluids] A compound of formula CaBr2 used in conjunction with calcium chloride [CaCl3] in completion operations to make solids-free brines with densities in the range 11.5 to 14.5 ppg.,Drilling Fluids,https://glossary.slb.com/en/terms/c/calcium_bromide
calcium carbonate,"[Drilling Fluids] A compound with formula CaCO3 that occurs naturally as limestone. Ground and sized calcium carbonate is used to increase mud density to about 12 lbm/galUS [1.44 kg/m3], and is preferable to barite because it is acid-soluble and can be dissolved with hydrochloric acid to clean up production zones. Its primary use today is as a bridging material in drill-in, completion, and workover fluids. Sized calcium carbonate particles, along with polymers, control fluid loss in brines or drill-in, completion, and workover fluids. Insoluble calcium carbonate is the precipitated by-product of mud treatments used for removal of either Ca+2 or CO3–2 by addition of the other ion.",Drilling Fluids,https://glossary.slb.com/en/terms/c/calcium_carbonate
calcium chloride,"[Drilling Fluids] A highly soluble calcium salt of formula CaCl2 used to make drilling and workover fluids or brines with a density range from 8.33 to 11.6 lbm/galUS [1.39 g/cm3] at saturation. CaCl2 can be blended with other brines, including sodium chloride [NaCl], calcium bromide [CaBr2], and zinc bromide [ZnBr2]. Emulsification of CaCl2 brine as the internal phase of oil-based or synthetic-based mud is an important use because the brine provides osmotic wellbore stability while drilling water-sensitive shale zones.",Drilling Fluids,https://glossary.slb.com/en/terms/c/calcium_chloride
calcium contamination,"[Drilling Fluids] A contamination problem caused by Ca+2 ions, usually occurring in freshwater, seawater, and other low-salinity and low-hardness mud systems. Soluble calcium comes into a mud from various sources: gypsum- or anhydrite-bearing strata, unset cement and hardness ions in makeup water, or from an influx of formation water. Ca+2 can flocculate colloidal clays and precipitate large anionic polymers that contain carboxylate groups, such as an acrylate polymer. On the other hand, some mud types tolerate calcium, in which case calcium is not considered a contaminant.",Drilling Fluids,https://glossary.slb.com/en/terms/c/calcium_contamination
calcium hydroxide,"[Drilling Fluids] A chemical with formula Ca(OH)2, commonly called slaked lime. Lime is used in lime muds and as a treatment to remove carbonate ions. It is used as a stabilizing ingredient in oil- and synthetic-based mud, essential to formation of fatty-acid soap emulsifiers. It is an alkaline material that can be carried in excess to neutralize hydrogen sulfide [H2S] and carbon dioxide [CO2].",Drilling Fluids,https://glossary.slb.com/en/terms/c/calcium_hydroxide
calcium mud,"[Drilling Fluids] A class of water-based drilling fluid that utilizes dissolved Ca+2 as a component. Examples are lime mud, gyp mud, and calcium chloride [CaCl2] mud. The latter is rarely used but is based on solutions of CaCl2 that, in high concentration, can impart density up to 11.6 lbm/galUS [1.39 g/cm3] and has been touted as providing shale inhibition.",Drilling Fluids,https://glossary.slb.com/en/terms/c/calcium_mud
calcium oxide,"[Drilling Fluids] A chemical with formula CaO, commonly called quick lime or hot lime. When hydrated with one mole of water, it forms slaked lime, Ca(OH)2. Quick lime is used in preference to slaked lime at oil mud mixing plants because it generates heat when it becomes slaked with water and therefore speeds up emulsification by the reaction to form calcium fatty-acid soap.",Drilling Fluids,https://glossary.slb.com/en/terms/c/calcium_oxide
calcium sulfate,"[Drilling Fluids] The chemical CaSO4, which occurs naturally as the mineral anhydrite. Gypsum is the dihydrate mineral form, CaSO4·2H2O. Anhydrite and gypsum (commonly called gyp) are found in the subsurface and drilling even small stringers of these minerals can upset a freshwater or seawater mud. Gyp muds, lime muds, and oil muds tolerate these salts best. CaSO4 is used as a mud treatment when no pH increase is needed to remove carbonate ion contamination in freshwater and seawater muds. (Lime increases pH when added for this purpose.) Gypsum and lime treatments are often used together to keep pH in the proper range. The test for determining the dissolved and undissolved calcium sulfate in a gyp mud requires two titrations with the strong EDTA reagent and Calver II indicator when performed to API standards. It also requires a retort analysis for water content in the mud in order to calculate CaSO4 content, lbm/bbl.",Drilling Fluids,https://glossary.slb.com/en/terms/c/calcium_sulfate
calcium test,[Drilling Fluids] A quantitative analytical procedure for water-mud filtrate and for calcium in an oil mud.,Drilling Fluids,https://glossary.slb.com/en/terms/c/calcium_test
capillary suction time test,"[Drilling Fluids] A type of static filtration test for water-based drilling fluid that measures the filtration rate (time for free water to pass between two electrodes) using filter paper as the medium. It is used primarily to indicate filtercake permeability, but data from the test have been used to study how clays and shales react in filtercakes and how brines of various types affect clays in a filtercake.",Drilling Fluids,https://glossary.slb.com/en/terms/c/capillary_suction_time_test
capillary tube viscometer,"[Drilling Fluids] An instrument for measuring the viscosity of a fluid by passing the fluid at a known pressure gradient or velocity through a length of tubing of known diameter. The viscosity of base oils for oil muds, which are Newtonian fluids, is measured using a glass capillary tube in a thermostatic bath, when performed according to API procedures.",Drilling Fluids,https://glossary.slb.com/en/terms/c/capillary_tube_viscometer
carbon dioxide,"[Drilling Fluids] The compound with the formula CO2. An odorless gas, carbon dioxide [CO2] is widely distributed in nature and is a minor component of air. It is highly soluble in water and oil, especially under pressure. In water, it occurs as carbonic acid, a weak acid that can donate one or two hydrogen ions in neutralization reactions that produce bicarbonate [HCO3–] and carbonate [CO3–2] salts or ions. CO2, being an acid in water, reacts instantly with NaOH or KOH in an alkaline water mud, forming carbonate and bicarbonate ions. Similarly, it reacts with Ca(OH)2 (lime) to form insoluble calcium carbonate and water.",Drilling Fluids,https://glossary.slb.com/en/terms/c/carbon_dioxide
carbonate ion,"[Drilling Fluids] An anion with formula CO3–2. Carbonate chemistry involves a pH-dependent equilibrium between H2O, H+, OH–, CO2, HCO3– and CO3–2. At low pH, carbon dioxide [CO2] dominates. As pH rises from acidic toward neutral, HCO3– ions dominate. As pH rises above neutral, CO3–2 ions dominate. If no component is lost from the system (such as CO2 gas evolving), changing pH up and down continually reverses the relative proportion of the carbonate species. Carbonates play several important roles in water mud chemistry. One role is the corrosion of metals by acidic CO2. A second is the formation of calcium carbonate [CaCO3] scale on surfaces by carbonate and calcium ion reactions. Another role is in the chemistry of deflocculated mud, where bicarbonate ions prevent attachment of deflocculants such as lignosulfonate, onto clay edge charges.",Drilling Fluids,https://glossary.slb.com/en/terms/c/carbonate_ion
carbonate test,"[Drilling Fluids] An analytical procedure to determine the concentration of carbonate species using the Garrett Gas Train (GGT) when performed to API specifications. A water mud filtrate sample is put into the GGT. N2 or N2O is the carrier gas. A CO2 Draeger tube is used to measure the total carbonates released as CO2 when sulfuric acid is added to the chamber containing the sample. Total carbonates are measured by the amount of CO2 evolved in the test. Reference: Garrett RL: ""A New Field Method for the Quantitative Determination of Carbonates in Water-Base Drilling Fluids,"" Journal of Petroleum Technology 30, no. 7 (July 1978): 860-868.",Drilling Fluids,https://glossary.slb.com/en/terms/c/carbonate_test
carboxymethyl hydroxyethylcellulose,"1. (n.) [Drilling Fluids] A cellulose polymer that contains anionic carboxymethyl and nonionic hydroxyethyl groups added by ether linkages to the OHs on the cellulose backbone. This polymer has seen limited use in drilling mud, but more use in brines and completion fluids. | 2. (n.) [Drilling Fluids] A cellulose polymer that contains anionic carboxymethyl and nonionic hydroxyethyl groups added by ether linkages to the OHs on the cellulose backbone. This polymer has seen limited use in drilling mud but more use in brines and completion fluids.",Drilling Fluids,https://glossary.slb.com/en/terms/c/carboxymethyl_hydroxyethylcellulose
carboxymethyl starch,"[Drilling Fluids] A natural starch derivative. CMS is used primarily for fluid-loss control in drilling muds, drill-in, completion, and workover fluids. It is slightly anionic and can be affected by hardness and other electrolytes in a mud. CMS is similar to CMC (carboxymethylcellulose) in method of manufacture and many of its uses. The linear and branched starch polymers in natural starch react with monochloroacetic acid in alkaline solution, adding carboxymethyl groups at the OH positions by an ether linkage. By adding the carboxymethyl groups, the starch becomes more resistant to thermal degradation and bacterial attack.",Drilling Fluids,https://glossary.slb.com/en/terms/c/carboxymethyl_starch
carboxymethylcellulose,"[Drilling Fluids] A drilling-fluid additive used primarily for fluid-loss control, manufactured by reacting natural cellulose with monochloroacetic acid and sodium hydroxide [NaOH] to form CMC sodium salt. Up to 20 wt% of CMC may be NaCl, a by-product of manufacture, but purified grades of CMC contain only small amounts of NaCl. To make CMC, OH groups on the glucose rings of cellulose are ether-linked to carboxymethyl (-OCH2-COO–) groups. (Note the negative charge.) Each glucose ring has three OH groups capable of reaction, degree-of-substitution = 3. Degree of substitution determines water solubility and negativity of the polymer, which influences a CMC's effectiveness as a mud additive. Drilling grade CMCs used in muds typically have degree-of-substitution around 0.80 to 0.96. Carboxymethylcellulose is commonly supplied either as low-viscosity (""CMC-Lo Vis"") or high-viscosity (""CMC-Hi Vis"") grades, both of which have API specifications. The viscosity depends largely on the molecular weight of the starting cellulose material. Reference: Hughes TL, Jones TG, and Houwen OW: ""The Chemical Characterization of CMC and Its Relationship to Drilling-Mud Rheology and Fluid Loss,"" SPE Drilling & Completion 8, no. 3 (September 1993): 157-164.",Drilling Fluids,https://glossary.slb.com/en/terms/c/carboxymethylcellulose
carrying capacity,"[Drilling Fluids] The ability of a circulating drilling fluid to transport rock fragments out of a wellbore. Carrying capacity is an essential function of a drilling fluid, synonymous with hole-cleaning capacity and cuttings lifting. Carrying capacity is determined principally by the annular velocity, hole angle, and flow profile of the drilling fluid but is also affected by mud weight, cuttings size, and pipe position and movement.",Drilling Fluids,https://glossary.slb.com/en/terms/c/carrying_capacity
cathode,[Drilling Fluids] The negative terminal of an electrolytic cell or battery. Antonyms: anode,Drilling Fluids,https://glossary.slb.com/en/terms/c/cathode
cation,[Drilling Fluids] A positively charged ion. Antonyms: anion,Drilling Fluids,https://glossary.slb.com/en/terms/c/cation
cation exchange capacity,"1. (n.) [Formation Evaluation] The quantity of positively charged ions (cations) that a clay mineral or similar material can accommodate on its negatively charged surface, expressed as milli-ion equivalent per 100 g, or more commonly as milliequivalent (meq) per 100 g. Clays are aluminosilicates in which some of the aluminum and silicon ions have been replaced by elements with different valence, or charge. For example, aluminum (Al+++) may be replaced by iron (Fe++) or magnesium (Mg++), leading to a net negative charge. This charge attracts cations when the clay is immersed in an electrolyte such as salty water and causes an electrical double layer. The cation-exchange capacity (CEC) is often expressed in terms of its contribution per unit pore volume, Qv. In formation evaluation, it is the contribution of cation-exchange sites to the formation electrical properties that is important. Various techniques are used to measure CEC in the laboratory, such as wet chemistry, multiple salinity, and membrane potential. Wet chemistry methods, such as conductometric titration, usually involve destruction or alteration of the rock. Although quicker and simpler to perform, they are less representative of electrical properties in situ. The multiple salinity and membrane potential methods are more direct measurements of the effect of CEC on formation resistivity and spontaneous potential. | 2. (n.) [Drilling Fluids] Quantity of positively charged ions (cations) that a clay mineral (or similar material) can accommodate on its negative charged surface, expressed as milliequivalents per 100 grams. CEC of solids in drilling muds is measured on a whole mud sample by a methylene blue capacity (MBC) test, which is typically performed to specifications established by API. CEC for a mud sample is reported as MBC, methylene blue test (MBT), or bentonite equivalent, lbm/bbl or kg/m3.",Drilling Fluids; Formation Evaluation,https://glossary.slb.com/en/terms/c/cation_exchange_capacity
cationic,[Drilling Fluids] Related to positively charged ions. Antonyms: anionic,Drilling Fluids,https://glossary.slb.com/en/terms/c/cationic
caustic extraction test,"[Drilling Fluids] A test used to determine if a barite sample contains caustic-soluble sulfide or carbonate minerals. References: Binder GG, Carlton LA and Garrett RL: ""Evaluating Barite as a Source of Soluble Carbonate and Sulfide Contamination in Drilling Fluids,"" Journal of Petroleum Technology 33, no. 12 (December 1981): 2371-2376. Garrett RL: ""Quality Requirements for Industrial Minerals Used in Drilling Fluids,"" Mining Engineering 39, no. 11 (November 1987): 1011-1016.",Drilling Fluids,https://glossary.slb.com/en/terms/c/caustic_extraction_test
caustic potash,"[Drilling Fluids] The common name for potassium hydroxide [KOH]. Caustic potash is used in potassium-based water muds to increase pH and alkalinity and to help maintain the K+ ion concentration. As the name implies, it is highly caustic and gives off heat when dissolved in water. Caustic potash is hazardous to use without proper training and equipment.",Drilling Fluids,https://glossary.slb.com/en/terms/c/caustic_potash
caustic soda,[Drilling Fluids] The common name for sodium hydroxide [NaOH]. Caustic soda is used in most water-base muds to increase and maintain pH and alkalinity. It is a hazardous material to handle because it is very caustic and gives off heat when dissolved in water. Proper training and equipment are needed to handle it safely.,Drilling Fluids,https://glossary.slb.com/en/terms/c/caustic_soda
cavings,"[Drilling Fluids] Pieces of rock that came from the wellbore but that were not removed directly by the action of the drill bit. Cavings can be splinters, shards, chunks, and various shapes of rock, usually spalling from shale sections that have become unstable. The shape of the caving can indicate why the rock failure occurred. The term is typically used in the plural form.",Drilling Fluids,https://glossary.slb.com/en/terms/c/cavings
CEC,"[Drilling Fluids] Quantity of positively charged ions (cations) that a clay mineral (or similar material) can accommodate on its negative charged surface, expressed as milliequivalents per 100 grams. CEC of solids in drilling muds is measured on a whole mud sample by a methylene blue capacity (MBC) test, which is typically performed to specifications established by API. CEC for a mud sample is reported as MBC, methylene blue test (MBT), or bentonite equivalent, lbm/bbl or kg/m3.",Drilling Fluids,https://glossary.slb.com/en/terms/c/cec
cellulosic polymer,"[Drilling Fluids] A drilling-fluid additive used primarily for fluid-loss control, manufactured by reacting natural cellulose with monochloroacetic acid and sodium hydroxide [NaOH] to form CMC sodium salt. Up to 20 wt % of CMC may be NaCl, a by-product of manufacture, but purified grades of CMC contain only small amounts of NaCl. To make CMC, OH groups on the glucose rings of cellulose are ether-linked to carboxymethyl (-OCH2-COO-) groups. (Note the negative charge.) Each glucose ring has three OH groups capable of reaction, degree-of-substitution = 3. Degree of substitution determines water solubility and negativity of the polymer, which influences a CMC's effectiveness as a mud additive. Drilling grade CMCs used in muds typically have degree-of-substitution around 0.80 to 0.96. Carboxymethylcellulose is commonly supplied either as low-viscosity (""CMC-Lo Vis"") or high-viscosity (""CMC-Hi Vis"") grades, both of which have API specifications. The viscosity depends largely on the molecular weight of the starting cellulose material. Reference: Hughes TL, Jones TG, and Houwen OW: ""The Chemical Characterization of CMC and Its Relationship to Drilling-Mud Rheology and Fluid Loss,"" SPE Drilling & Completion 8, no. 3 (September 1993): 157-164.",Drilling Fluids,https://glossary.slb.com/en/terms/c/cellulosic_polymer
centipoise,"[Drilling Fluids] A unit of measurement for viscosity equivalent to one-hundredth of a poise and symbolized by cP. Viscosity is the ratio of shear stress to shear rate, giving the traditional unit of dyn-s/cm2 for Poise. In metric (SI) units, one cP is one millipascal-second (mPa.s).",Drilling Fluids,https://glossary.slb.com/en/terms/c/centipoise
centrifuge,"1. (n.) [Drilling Fluids] An item of solids-removal equipment that removes fine and ultrafine solids. It consists of a conical drum that rotates at 2,000 to 4,000 rpm. Drilling fluid is fed into one end and the separated solids are moved up the bowl by a rotating scroll to exit at the other end. Centrifuges generally have limited processing capacity (50 to 250 galUS/min) but are useful for processing weighted drilling fluids and can remove finer solids than can a hydrocyclone or shaker screens. They can also be used for water clarification or for processing oily cuttings. | 2. (n.) [Formation Evaluation] A rapidly rotating flywheel on a vertical axle to whose rim is attached a series of tubes at one end, the other end being free to tilt upward and outward. At high speeds, the centrifugal force in the tubes is far greater than gravity. The centrifuge is used to expel fluids from core samples, either to clean them or to desaturate them for measurements of irreducible water saturation, resistivity index, or nuclear magnetic resonance properties. It can be used at multiple speeds to obtain a capillary pressure curve. Centrifuges are also used in studies of clay mineralogy, where micron-scale fractions are extracted from suspension and subjected to analysis by X-ray diffraction (XRD).",Drilling Fluids; Formation Evaluation,https://glossary.slb.com/en/terms/c/centrifuge
CERCLA,"[Drilling Fluids] Abbreviation for ""Comprehensive Environmental Response, Compensation and Liability Act"" of 1980. CERCLA is an expansion of RCRA, ""Resources Conservation and Recovery Act"" of 1976. These acts of the US Congress outline responsibilities of operators for transportation, storage, treatment, or disposal of regulated ""hazardous substances,"" which include certain oilfield materials.",Drilling Fluids,https://glossary.slb.com/en/terms/c/cercla
cesium acetate,"[Drilling Fluids] A salt of cesium hydroxide and acetic acid, with formula CH3COO–Cs+, used to make high-density completion fluids. It has neutral to alkaline pH in water solutions and has better temperature stability compared with that of cesium formate.",Drilling Fluids,https://glossary.slb.com/en/terms/c/cesium_acetate
cesium formate,"[Drilling Fluids] A neutral to slightly alkaline salt of cesium hydroxide and formic acid having the formula HCOO–Cs+. It is extremely soluble in water. An 82 wt% cesium formate solution has a density of 2.4 g/cm3 [19.9 lbm/galUS]. It has shown favorable health, safety, and environmental (HSE) characteristics in laboratory tests and has applications as a drill-in, completion, or workover fluid. Cesium formate can be mixed with less expensive potassium formate to make clear brine mixtures with a density range from 1.8 to 2.4 g/cm3. Formates have temperature stability in the range of 190 degC [375 degF], depending on the duration of exposure to such a temperature.",Drilling Fluids,https://glossary.slb.com/en/terms/c/cesium_formate
chelating agent,"1. (n.) [Well Completions, Well Workover and Intervention, Drilling Fluids] A chemical used to bind metal ions to form a ring structure. Chelating agents stabilize or prevent the precipitation of damaging compounds. In the oil field, chelating agents are used in stimulation treatments and for cleaning surface facilities. They are also used to treat or remove scale or weighting agents in reservoir drilling fluids. During acid or scale-removal treatments, various compounds may be dissolved in the treatment fluid. As the acid reacts and the pH increases, reaction products may precipitate as a gelatinous, insoluble mass. Should this occur within the formation matrix, it is almost impossible to remove and permanent permeability damage may occur. Chelating agents prevent precipitation by keeping ions in a soluble form until the treatment fluid can be flowed back from the formation during cleanup. Typical oilfield chelating agents include EDTA (ethylenediamine tetraacetic acid), HEDTA (hydroxyethylenediamine triacetic acid), NTA (nitriolotriacetic acid), and citric acid. | 2. (n.) [Well Workover and Intervention, Well Completions] A chemical added to an acid to stabilize iron. The injected acid dissolves iron from rust, millscale, iron scales or iron-containing minerals in the formation. Iron can exist as ferric iron [Fe+3] or ferrous iron [Fe+2]. If the iron is not controlled, it will precipitate insoluble products such as ferric hydroxide and, in sour environments, ferrous sulfide [FeS], which will damage the formation. Chelating agents associate with iron [Fe+3 or Fe+2] to form soluble complexes. Citric acid, acetic acid, and EDTA are effective chelating agents and can be used at temperatures up to 400 degF [204 degC].","Well Completions, Well Workover and Intervention, Drilling Fluids; Well Workover and Intervention, Well Completions",https://glossary.slb.com/en/terms/c/chelating_agent
chemical barrel,"[Drilling Fluids] A 20- to 50-galUS [3.2- to 7.9 m3] container for liquid mud additives, usually located above the suction pit on a drilling rig. The chemical barrel is used to slowly dispense various types of liquids into the active mud system. It has traditionally been used to add caustic (NaOH or KOH) solution at a slow and steady rate to maintain a uniform pH throughout a circulating mud system. Adding caustic solution is an especially risky operation and the proper design and use of the chemical barrel for safety is vitally important. Derrick personnel must be informed of the dangers, proper protective clothing, and safety rules to follow when using the chemical barrel.",Drilling Fluids,https://glossary.slb.com/en/terms/c/chemical_barrel
chemical oxygen demand,"[Drilling Fluids] The amount of oxygen needed to oxidize reactive chemicals in a water system, typically determined by a standardized test procedure. COD is used to estimate the amount of a pollutant in an effluent. Compare to biochemical oxygen demand, BOD.",Drilling Fluids,https://glossary.slb.com/en/terms/c/chemical_oxygen_demand
Chenevert method,"[Drilling Fluids] The name given by API to the electrohygrometer method for testing oil mud and cuttings samples for water-phase activity, aw.",Drilling Fluids,https://glossary.slb.com/en/terms/c/chenevert_method
chloride test,[Drilling Fluids] A titration procedure standardized by the API to quantitatively determine Cl– (chloride ion) concentration by using silver nitrate as titrant with potassium chromate as the endpoint indicator.,Drilling Fluids,https://glossary.slb.com/en/terms/c/chloride_test
chromate salt,"[Drilling Fluids] A type of salt in which chromium atoms are in the plus-6 valence state, such as potassium chromate, K2CrO4. Chromium compounds of various types have been used in lignite and lignosulfonate and other mud additives to enhance thermal stability. Since the late 1970s, they are prohibited in muds to be discarded offshore and in other environmentally sensitive areas of the US.",Drilling Fluids,https://glossary.slb.com/en/terms/c/chromate_salt
chrome lignite,"[Drilling Fluids] A lignite that has been treated (admixed or reacted with) chromic or chromate salt, such as potassium or sodium chromate or dichromate or chromic chloride. Also, chrome lignite may contain added (sometimes reacted) KOH or NaOH. Chromed mud additives have largely been eliminated from usage in the US because of environmental concerns. Chrome lignite was more temperature-stable than plain lignite in clay-based water muds.",Drilling Fluids,https://glossary.slb.com/en/terms/c/chrome_lignite
chrome lignosulfonate,"[Drilling Fluids] A lignosulfonate that has been treated by mixing or reacting into the molecular structure some form of chromium (either chromate or chromic salt). Although still used today in less environmentally sensitive areas, it has been replaced by iron or calcium lignosulfonates. Ferro-chrome lignosulfonate is a popular type of deflocculant that contains iron and chromium salts.",Drilling Fluids,https://glossary.slb.com/en/terms/c/chrome_lignosulfonate
chrome-free,[Drilling Fluids] Pertaining to a mud additive (usually lignosulfonate or lignite) that does not contain any chromium compounds.,Drilling Fluids,https://glossary.slb.com/en/terms/c/chrome-free
chromic salt,"[Drilling Fluids] A salt of chromium in which chromium atoms are in the plus-3 valence state, such as chromic chloride, CrCl3. Chromic compounds are considered less harmful to the environment than chromates (plus-6 valence) because they are at a low oxidation state and not highly reactive.",Drilling Fluids,https://glossary.slb.com/en/terms/c/chromic_salt
circulation time,"[Drilling Fluids] The elapsed time for mud to circulate from the suction pit, down the wellbore and back to surface. Circulation time allows the mud engineer to catch ""in"" and ""out"" samples that accurately represent the same element of mud in a circulating system. Circulation time is calculated from the estimated hole volume and pump rate and can be checked by using tracers such as carbide or rice granules.",Drilling Fluids,https://glossary.slb.com/en/terms/c/circulation_time
citric acid,"[Drilling Fluids] An organic acid, properly called 2-Hydroxy-1,2,3-propanetricarboxylic acid, with formula C6H8O7. Citric acid is used to reduce the pH of drilling fluids and hence for treatment of cement contamination. It also acts as a polymer stabilizer.",Drilling Fluids,https://glossary.slb.com/en/terms/c/citric_acid
clathrate,"1. (n.) [Geology] An unusual occurrence of hydrocarbon in which molecules of natural gas, typically methane, are trapped in ice molecules. More generally, hydrates are compounds in which gas molecules are trapped within a crystal structure. Hydrates form in cold climates, such as permafrost zones and in deep water. To date, economic liberation of hydrocarbon gases from hydrates has not occurred, but hydrates contain quantities of hydrocarbons that could be of great economic significance. Hydrates can affect seismic data by creating a reflection or multiple. | 2. (n.) [Production Testing] Compounds or complex ions that are formed by the union of water with other substances. Hydrates can form in pipelines and in gas gathering, compression and transmission facilities at reduced temperatures and high pressures. Once hydrates are formed, they can plug the pipelines and significantly affect production operations. | 3. (n.) [Drilling Fluids] A crystalline solid consisting of water with gas molecules in an ice-like cage structure. The general term for this type of solid is clathrate. Water molecules form a lattice structure into which many types of gas molecules can fit. Most gases, except hydrogen and helium, can form hydrates. C1 to nC5 hydrocarbons, H2S and CO2 readily form hydrates at low temperature and high pressure. Heavier hydrocarbons may also enter the structure but do not form hydrates by themselves. Gas-cut muds can form hydrates in deepwater drilling operations, plugging BOP lines, risers and subsea wellheads, causing a well-control risk. Gas hydrates are thermodynamically suppressed by adding antifreeze materials such as salts or glycols. A common practice is to use 20 to 23 wt% NaCl. Nucleation and growth of hydrates can be dynamically inhibited by certain polymers or surfactants. Gas hydrates are found in nature, on the bottom of cold seas and in arctic permafrost regions. Drilling into these can be hazardous, but they offer another source of hydrocarbons for future exploitation. Reference: Ebeltoft H, Yousif M and Soergaard E: ""Hydrate Control During Deep-water Drilling: Overview and New Drilling Fluids Formulations,"" paper SPE 38567, presented at the SPE Annual Technical Conference and Exhibition, San Antonio, Texas, USA, October 5-8, 1997.",Drilling Fluids; Geology; Production Testing,https://glossary.slb.com/en/terms/c/clathrate
